# Talks_URL File_name
https://www.youtube.com/watch?v=c2JbtmoIDPA 26_minutes_Dhia_Jendoubi_TEDxAPBS
https://www.youtube.com/watch?v=C1NhkLBSU50 A_language_that_can_change_your_mind_Manel_Bergaoui_TEDxSfax
https://www.youtube.com/watch?v=723KSF3GXXI Anti_Burn_fabric_for_children_Jihed_Saad_TEDxUniversityOfSousse
https://www.youtube.com/watch?v=kl89SEC0ZL8 Apprivoiser_lechec_pour_apprendre_a_vivre_Fares_Ben_Souileh_TEDxNabeul
https://www.youtube.com/watch?v=foQVtVLFsss A_young_politician_Sami_Ben_Ghazi_TEDxDjerba
https://www.youtube.com/watch?v=r2bHKg9F_Cs Be_diamond_Ala_Eddine_Arbi_TEDxPolytechSousse
https://www.youtube.com/watch?v=0oPZpkLH-R8 Be_the_woman_you_always_wanted_to_be_Sarah_Arbi_TEDxJendoubaVille
https://www.youtube.com/watch?v=x4zpUIRoFa8 Between_Poetry_and_Calligraphy_Jelel_Bessaad_TEDxYouth_SadikiCollege
https://www.youtube.com/watch?v=6Vl-XIqzrgs Beyond_the_nature_Faouzi_Maamouri_TEDxNabeul
https://www.youtube.com/watch?v=3sIFh3xPK9E BLUE_TN_The_True_Story_Mayssa_Sandli_TEDxPasha_Street
https://www.youtube.com/watch?v=gQcpkppWYb0 books_against_discrimination_nadia_chabaane_TEDxElMenzahWomen
https://www.youtube.com/watch?v=oHMyCHP0iwA Carthage_The_lost_empire_Abdelaziz_Belkhodja_TEDxJendoubaVille
https://www.youtube.com/watch?v=hcM_wi-s_Sk Catalyst_for_Change_Karim_Ben_Fraj_s_Education_Revolution_Karim_Ben_Fraj_TEDxPiloteAriana
https://www.youtube.com/watch?v=fAr3ExM5ad8 Change_Nadhem_bardaa_at_TEDxPiloteAriana
https://www.youtube.com/watch?v=isKKbz1pMp8 Crois_en_toi_et_tout_le_reste_suivra_Jaafer_Guesmi_TEDxNabeul
https://www.youtube.com/watch?v=wLCtAgtcG8I Dare_to_be_free_Gahaf_Tounsi_at_TEDxIHECCarthage
https://www.youtube.com/watch?v=3QSxl6OMsZk Demain_sera_un_jour_meilleur_Sarah_Arbi_at_TEDxCarthage
https://www.youtube.com/watch?v=ZYBbDnxDTA8 Education_reform_Helal_Bransia_TEDxENAU
https://www.youtube.com/watch?v=dt-CVqzaw68 Education_vs_the_reality_of_a_career_based_on_my_personal_path_Firas_El_Echi_TEDxPiloteAriana
https://www.youtube.com/watch?v=xNdNWA9UmoM Election_observation_in_Tunisia_Rafik_Halouani_TEDxCarthage
https://www.youtube.com/watch?v=mP6cIj1NOsI Empowering_Womens_Rights_In_The_Heart_of_The_Medina_of_Tunis_Ahlem_Bousserwel_TEDxPashaStreet
https://www.youtube.com/watch?v=rcWcYqM6XN8 Entre_savoir_faire_et_faire_savoir_Nizar_Chaari_TEDxThyna
https://www.youtube.com/watch?v=Vt-2eSNNoos Evolution_of_the_Job_Market_Chadha_Tarhouni_TEDxENSTAB
https://www.youtube.com/watch?v=ziViIiKbqLw Fakrouna_Rising_A_Story_of_Hope_Oceans_and_Tunisian_Innovation_Hamed_Mallat_TEDxPashaStreet
https://www.youtube.com/watch?v=goyYIeQII44 Faire_le_tour_du_monde_avec_un_passeport_Tunisien_Hatem_Karoui_TEDxPiloteAriana
https://www.youtube.com/watch?v=Nqjoh89EefQ Future_Generations_VS_Corrupt_System_Rima_Rahmani_TEDxPiloteAriana
https://www.youtube.com/watch?v=S1dApt_cdxo Gahaf_mode_travelling_a_journey_in_search_of_truth_Elyes_Alias_Gahaf_Tounsi_TEDxENIB
https://www.youtube.com/watch?v=hJoRbh0Xld0 Growing_Mindsets_throughout_history_Ikdem_Ben_Mbarek_TEDxJendoubaVille
https://www.youtube.com/watch?v=Y2pGJardXS0 Halit_fik_Ainaya_Slam_Performance_Rymeile_Bouslimi_TEDxJendoubaVille
https://www.youtube.com/watch?v=yF_2ZW8ZLZ4 Hatem_Karoui_At_TEDxIHECCarthage
https://www.youtube.com/watch?v=UYmTfvdK3IU How_I_found_myself_here_Nawres_Cherni_TEDxDjerba
https://www.youtube.com/watch?v=vgBvVy71KlM How_I_won_12_scholarships_worldwide_Siwar_Hakim_TEDxDjerba
https://www.youtube.com/watch?v=38wSaow2yP4 How_technology_can_help_in_the_startup_life_Marwen_Essalah_TEDxJendoubaVille
https://www.youtube.com/watch?v=Xa9EX71aGJA How_to_improve_the_educational_system_with_0_Dinar_Mohamed_Jabeur_TEDxPiloteAriana
https://www.youtube.com/watch?v=-9gDzN_Ou_Q If_you_see_yourself_a_loser_be_a_good_one_Mohamed_Ben_Abdallah_TEDxJendoubaVille
https://www.youtube.com/watch?v=2N7VMEsTExM Il_faut_viser_la_lune_car_en_cas_dechec_on_atterrit_dans_les_etoiles_Bassem_Sayedi_TEDxNabeul
https://www.youtube.com/watch?v=eb1IVJhU9A8 In_search_of_my_way_Mehdi_Cherif_TEDxSfax
https://www.youtube.com/watch?v=cboGRbeCpCQ Jeunesse_decide_Wala_Kasmi_at_TEDxESPRIT
https://www.youtube.com/watch?v=OuHB4YG8kcM Jumpstart_your_entrepreneurship_journey_Noomane_Fehri_TEDxJendoubaVille
https://www.youtube.com/watch?v=EeLM0k9z-r8 Keep_the_spark_of_your_passion_alive_ahmed_kaddour_TEDxAPBS
https://www.youtube.com/watch?v=yZuqxt3JLN0 Kelma_Akram_BenYedder_TEDxCarthage
https://www.youtube.com/watch?v=9VQd-sc5xIU La_culture_et_la_societe_Lassad_Jammoussi_TEDxENIS
https://www.youtube.com/watch?v=PL80APrqAu8 La_culture_hygienique_Moez_Barkallah_TEDxENIS
https://www.youtube.com/watch?v=3zOaVXnGjRw La_premiere_tablette_tunisienne_Chiheb_Bouattour_TEDxENIS
https://www.youtube.com/watch?v=v7FQSbC9Qzk La_Reconversion_Vers_La_Passion_Teyssir_Ksouri_TEDxBebDiwen
https://www.youtube.com/watch?v=IXHjs8SAkEQ Lart_des_lettres_de_lechec_a_la_meditation_Inkman_TEDxCarthage
https://www.youtube.com/watch?v=zyOY8uqweaA Leila_Ben_Gacem_at_TEDxCarthageWomen
https://www.facebook.com/watch/?ref=search&v=446182902565&external_log_id=ac9466f1-48d1-4b5f-aad9-c04cd6035bcb&q=TEDxCarthage%20Nabil%20Karoui	Le_Maghreb_TEDxCarthage_Nabil_Karoui
https://www.youtube.com/watch?v=PaEahqoE88g Le_monde_doit_sadapter_a_sa_jeunesse_Faten_Kallel_TEDxCarthage
https://www.youtube.com/watch?v=3jViwzmAw64 Libres_ecrivez_votre_histoire_Raja_FarhatatTEDxCarthage
https://www.youtube.com/watch?v=zkI60xsegig Life_of_a_Rubiks_Cube_in_Tunisia_Mahmoud_Ibrahim_TEDxPiloteAriana
https://www.youtube.com/watch?v=OwA1R9zK-SU L_impossible_n_est_pas_Tunisien_Eya_Essif_TEDxINAT
https://www.youtube.com/watch?v=gR_8L9HVGzo Love_has_a_role_in_cutting_distances_Raouf_Karray_TEDxSfax
https://www.youtube.com/watch?v=mgStsq384j0 meta_communication_life_lesson_learned_from_years_as_a_political_prisoner_Sami_Brahem_TEDxSupCom
https://www.youtube.com/watch?v=CyEyT7GAKxM Moi_Je_Reussi_ou_japprends_Nizar_Chaari_TEDxAPBS
https://www.facebook.com/watch/?v=446174607565	My_Problem_With_Dichotomies_TEDxCarthage_Tarek_Cheniti
https://www.youtube.com/watch?v=kMRVHiydiPk mythe_Heifel_Ben_Youssef_at_TEDxDjerba
https://www.youtube.com/watch?v=PWkGsAVhC4k Obstacles_what_obstacles_Dhouha_Boukadi_at_TEDxCarthageWomen
https://www.youtube.com/watch?v=TitvOeSpVNQ Path_is_made_by_steps_Sahbi_Bouguerra_at_TEDxPiloteAriana
https://www.youtube.com/watch?v=dt3xk0EtoXQ Pink_Banana_Good_News_from_Tunisia_Raya_Ben_Guiza_at_TEDxCarthageWomen
https://www.youtube.com/watch?v=40P0BL9Ymoc Popularization_of_medical_information_and_social_media_Yosr_Boukhchina_TEDxEl_Ghazala_Women
https://www.youtube.com/watch?v=6xJsvQD-96A Protecting_Nature_Made_Me_Successful_Eya_Essif_TEDxBebDiwen
https://www.youtube.com/watch?v=T2NH0pMWrmM Science_avec_et_pour_la_Societe_CHAIMA_BEN_SAOUD_TEDxCarthage
https://www.youtube.com/watch?v=rplK23t9xq0 Security_sector_reform_Bassem_Bouguerra_TEDxCarthage
https://www.youtube.com/watch?v=XVESoskNt5E See_Through_My_Eyes_Leila_BenGacem_TEDxPasha_Street
https://www.youtube.com/watch?v=Xp6rd5DX5nc Selfies_and_Stories_NIZAR_CHAARI_TEDxCarthage
https://www.youtube.com/watch?v=wKUeu4CXZoI Seniors_and_dignity_in_Tunisia_Leila_Gargoura_at_TEDxCarthageWomen
https://www.youtube.com/watch?v=TCO_30JO3fI Sfax_2021_Une_Perte_Positive_Fakhri_Fourati_TEDxBebDiwen
